// France Berlin 1945 - Hard
[Operations]
oRuBalloon	10622:50509 			VVS 2Y 2F		LW 2F 2F
oRuBalloon	10622:50509 			VVS 2Y 2F 2F		LW 4F 3F
oRuRescue	10622:50509 			VVS 2Y 2F 2F		LW 1F 2F
oRuRescue	10622:50509 			VVS 4Y 4F		LW 2F 4F
oRuRescue	10622:50509 			VVS 2Y 6F 4F	      	LW 4F 1R
oRuVerify	10622:50509		 		VVS 2Y 2F 2F	LW 1F 2F
oRuVerify	10622:50509		 		VVS 2Y 2F 	LW 2F 
oRuVerify	10622:50509		 		VVS 2Y 6F 2F	LW 4F 1R
oRuRecon	10622:50509 			VVS 2Y 2F		LW 1F 2F
oRuRecon	10622:50509 			VVS 2Y 2F		LW 2F 
oRuRecon	10622:50509 			VVS 2Y 4F		LW 4F
oRuRecon	10622:50509 			VVS 2Y 4F 4F		LW 8F 1R
oRuScramble 10622:50509				VVS 4Y 1R	LW 9Bx 2Bx 2F  
oRuPatrolAF 10622:50509				VVS 4Y 6F 2F 		LW 4fB 2F
oRuPatrolAF 10622:50509				VVS 4Y 4F 4F 		LW 4fB 2F
oRuPatrolAF 10622:50509				VVS 2Y 6F 4F		LW 4fB 4F
oRuPatrolArmor 10622:50509				VVS 2Y 4F 6F 		LW 8F 1R
oRuPatrolArmor 10622:50509				VVS 4Y 8F 		LW 2fB 8F 1R
oRuPatrolArmor 10622:50509				VVS 2Y 5F 5F 		LW 2fB 6F
oRuPatrolArmor 10622:50509				VVS 2Y 6F 4F 		LW 2fB 2F
oRuPatrolArmor 10622:50509				VVS 4Y 8F 		LW 4fB 2F
oRuPatrolArmor 10622:50509				VVS 3Y 6F 4F 		LW 2fB 6F
oRuPatrolArmor 10622:50509				VVS 4Y 8F 		LW 2B 8F 1R
oRuPatrolArmor 10622:50509				VVS 4Y 8F		LW 2B 2F 4F
oRuPatrolArmor 10622:50509				VVS 2Y 6F 4F  		LW 2dB 2F
oRuPatrolBridge 10622:50509			VVS 4Y 8F		LW 8F 1R
oRuPatrolBridge 10622:50509			VVS 4Y 8F 		LW 2fB 8F 1R
oRuPatrolBridge 10622:50509			VVS 8Y 4F 		LW 4fB 2F
oRuPatrolBridge 10622:50509			VVS 6Y 6F 		LW 6fB 4F
oRuPatrolBridge 10622:50509			VVS 3Y 6F 4F 		LW 4fB 8F
oRuPatrolBridge 10622:50509			VVS 6Y 3F 4F  		LW 4fB 6F
oRuPatrolBridge 10622:50509			VVS 8Y 6F   		LW 2dB 2F
oRuPatrolBridge 10622:50509			VVS 8Y 2F   		LW 2dB 4F
oRuPatrolCluster 10622:50509		      VVS 2Y 8F		LW 8F 1R
oRuPatrolCluster 10622:50509		      VVS 2Y 8F		LW 2fB 8F 1R
oRuPatrolCluster 10622:50509		      VVS 4Y 8F		LW 2fB 2F
oRuPatrolCluster 10622:50509		      VVS 8Y 4F		LW 2fB 4F
oRuPatrolCluster 10622:50509		      VVS 4Y 5F 4F 	LW 4fB 6F
oRuPatrolCluster 10622:50509		      VVS 4Y 4F 4F 	LW 2B 6F
oRuPatrolCluster 10622:50509		      VVS 2Y 6F 4F 	LW 2B 4F
oRuPatrolSoft 10622:50509		    VVS 2Y 8F 4F 		LW 8F 1R
oRuPatrolSoft 10622:50509		    VVS 4Y 4F			LW 2fB 8F 1R
oRuPatrolSoft 10622:50509		    VVS 3Y 9F	 		LW 2fB 2F 4F
oRuPatrolSoft 10622:50509		    VVS 2Y 6F 4F 		LW 4fB 2F
oRuPatrolSoft 10622:50509		    VVS 4Y 8F	 		LW 2B 2F
oRuPatrolTown 10622:50509				VVS 2Y 8F 		LW 8F 1R
oRuPatrolTown 10622:50509				VVS 2Y 6F 4F  		LW 4dB 8F
oRuPatrolTown 10622:50509				VVS 2Y 8F		LW 2dB 4F
oRuReconEscort 10622:50509			VVS 1R 2Y 8F		LW 8F 1R
oRuReconEscort 10622:50509			VVS 1R 2Y 8F		LW 2F 6F
oRuReconEscort 10622:50509			VVS 1R 4Y 4F		LW 4F 1R
oRuReconEscort 10622:50509			VVS 1R 4Y 4F		LW 8F 1R
oRuReconEscort 10622:50509			VVS 1R 4Y 4F		LW 4F 4F
oRuReconIntercept 10622:50509		   VVS 2Y 8F  			LW 1R 8F
oRuReconIntercept 10622:50509		   VVS 4Y 4F 4F 		LW 1R 6F 
oRuReconIntercept 10622:50509		   VVS 3Y 9F	 		LW 1R 4F 6F
oRuTranIntercept 10622:50509		      VVS 4Y 8F			LW 6T 8F 1R
oRuTranIntercept 10622:50509		      VVS 8Y 4F 		LW 4T 4F
oRuTranIntercept 10622:50509		      VVS 4Y 8F			LW 2T 8F
