<DGen:>		<*>
<RuCAPCaen>		<\nPánové!\nDneska budeme lovit Huny nad Caen. Jak víte, poslední dobou jsou ve vzduchu dost aktivní, proto buïte po celou dobu na pozoru!\n>
<RuCAPCaen>		<\nCíl pro dnešní den je Caen. Pokraèujeme v pátrání po nepøátelských letounech ve vzduchu i na zemi, a protože se v oblasti nedávno zvýšil poèet bojù, je velká šance støetnutí s nepøátelskými stroji .\n>
<RuCAPCaen>		<\nDobøe chlapci, vaším hlavním cílem je vzdušný prostor Caen. Oblast je velmi dùležitá a protože se naše bombardéry pøes ni vrací cestou zpìt od cíle, Nìmci se tam rádi potloukají a hledají opozdilce.\n>
<RuCAPBastogne>		<\nDnešním cílem je Bastogne. Fricové touží to mìsto od nás získat, zatímco naši chlapci na zemi se ho snaží udržet.Mùžete vsadit svoje zadky na to, že Luftwaffe se tam bude snažit vyhledávat boj, a naši na zemi jsou závislí na vás, abyste zastavili nìmecké bomby padající na jejich hlavy.\n>
<RuCAPBastogne>		<\nPánové!\nDnes máte pøidìlenou hlídku nad  Bastogne.Máme velkou poèetní pøevahu ve všech oblastech operací, ale Hunové mají obèas dost letadel na získání kontroly nad místním vzdušným prostorem. Další stíhací skupiny hlídkují v sousedních úsecích, proto zrychlete rozpoznávání letadel a ujistìte se, že je to nìmec pøedtím, než budete støílet.\n>
<RuCAPFalaise>		<\nDobrá hoši, vaším hlavním dnešním úkolem je vzdušný prostor Falaise. Nevím jak øíct, nakolik je oblast Falaise dùležitá pro váleèné úsilí. Nìmci shromáždili v oblasti velké množství vybavení a mužù a ovládají vzdušný prostor nad mìstem, dává nám to šanci ranit Hitlera bez obìtování našich mužù na zemi.\n>
<RuCAPPointe_Du_Hoc>		<\nPánové, jako oddech od vašich obvyklých doprovodù a pozemních útokù, svedeme dnes staromódní vzdušný souboj! Utkáme se o kontrolu vzdušného prostoru s Nìmci nad oblastí nazývanou Pointe Du Hoc. Je to nejvyšší bod nad celou pláží, a Nìmci na nìm vztyèili dobøe opevnìné pozice, které se mohou samostatnì bránit velkým invazním silám. Je bezpodmíneènì nutné znièit je pøedtím ze vzduchu, protože nám mohou na zemi zpùsobit potíže.\n>
<RuCAP>		<\nPánové!\nDnes budete lovit skopèáky v oblasti %s. Jak víte, poslední dobou jsou ve vzduchu dost aktivní, proto buïte po celou dobu na pozoru!\n>
<RuCAP>		<\nCílem pro dnešek je %s. Pokraèujeme v pátrání po nepøátelských letounech ve vzduchu i na zemi, a protože se v oblasti nedávno zvýšil poèet bojù, je velká šance støetnutí s nepøátelskými stroji .\n>
<RuCAP>		<\nDobøe chlapci, vaším hlavním cílem je vzdušný prostor %s. Oblast je velmi dùležitá a protože se naše bombardéry pøes ni vrací cestou zpìt od cíle. Naši protiletadlovci tam nejsou pøíliš dobøe uspoøádani, tak tam frickové rádi okouní a hledají opozdilce.\n>
<RuCAP>		<\nPánové, dnes si odpoèineme od vašich obvyklých doprovodù a pozemních útokù a svedeme klasický letecký boj! V oblasti %s  se nedávno rojily letouny Luftwaffe, tak všichni mùžete doufat  na jeden èi dva sestøely.\n>
<RuCAP>		<\nPánové!\nMáte dnes pøidìlenou hlídku nad úsekem %s. Máme velkou poèetní pøevahu ve všech oblastech operací, ale skopèáci jsou schopní získat  kontrolu nad místním vzdušným prostorem. Jiné stíhací skupiny hlídkují ve vedlejších úsecích, proto zrychlete rozpoznávání letadel a ujistìte se, že je to Hun pøedtím než budete støílet.\n>
<RuCAP>		<\nV oblasti je více vysoce dùležitých cílù, ale s našimi ponìkud omezenými silami se musíme uskromnit. Dnes se zamìøíme na ochranu našeho vzdušného prostoru místo útokù na nepøátelské cíle. Dnes budete hlídkovat nad %s. Nestíhejte nikoho ven z pøidìleného úseku, zùstaòte tam pro pøípad že by se víc než jedna skupina nepøátelských letadel rozhodla zaútoèit.\n>
<RuCAS>		<\nDobrá, dneska jim zatopíme! Jsem si jistý, že budete rádi vìdìt, že géniové z velení nás poslali nad malé mìsto nazývané %s. Možná jste slyšel o té oblasti jako o ulièce flaku, ale poslední dobou jsme to pravdìpodobnì trochu vyèistili.\n>
<RuCAS>		<\nPánové! Náš dnešní cíl je umístìn blízko %s. Nevím jak vám vysvìtlit, nakolik je toto oblast dùležitá pro pozemní válku, a proto našim jednotkám na zemi prokažte velkou službu a zaútoète tam na Nìmce.\n>
<RuCAS>		<\nPánové!\nJako dnešní úkol budeme útoèit na oblast %s. Je dùležitá ze strategického i taktického hlediska. Nìmci to vìdí také, tak to dnes nebude žádná procházka parkem.\n>
<RuCAS>		<\nDobrá, dnešním  úkolem je další  pozemní útok.Cíl je umístìn v %s. Poslední dobou tam byly pozorovány pohyby nepøátelských jednotek, tak mùžete v oblasti útoku kromì svého hlavního cíle oèekávat množství pøíležitostných cílù. \n>
<RuCAS>		<\nDnes budeme víc útoèit na pozemní cíle, chlapci. Cíl: %s. Nebude to pøíliš snadné, okolí se hemží Huny s prstem na spoušti. Bìhem úkolu oèekávejte spoustu protiletadlového dìlostøelectva.\n>
<RuCAS>		<\nPánové!\nNáš dnešní úkol je %s. Zpravodajská služba je pozorná, ale nevíme pøesnì na co budete útoèit, ale buïte ujištìni že nìco tam najdete. Nepøátelská pozemní èinnost tam byla nedávno docela silná, proto tam nebude nedostatek zajímavých cílù.\n>
<RuCAS>		<\nPánové!\nJe èas oplatit našim pøátelùm z Wehrmachtu další návštìvu, na naši opoždìnou zvláštní dodávku èekají v oblasti %s.\n>
<RuCAS>		<\nPánové!\nRozkaz, který pravdìpodobnì slyšel nìkterý z našich pilotù stìžujících si na opakující se úkoly. Takže dnes nìco úplnì jiného, budete útoèit na pozemní cíle v oblasti %s .\n>
<RuCAS>		<\nPánové!\nJak už urèitì víte od mechanikù, kteøí upevòují na vaše stroje pozemní výzbroj, dnes poletíte další pozemní útoènou misi. Cíl: %s.\n>
<RuEsc>		<\nDnešní úkol pro naše chlapce bude doprovod. Bombardéry se chystají znièit všechny zbývající možné cíle v oblasti %s, nenechte je Luftwaffe napospas.\n>
<RuEsc>		<\nPánové!\nNaší misí bude doprovod našich bombardérù pøi jejich úkolu k %s. Oèekáváme úèast tìžkých nepøátelských stíhaèek, proto zùstaòte s bombardéry po celou dobu a nenechejte je zaplést do souboje s nìmeckými stíhaèi.\n>
<RuEsc>		<\nPánové!\nJe èas na další doprovodnou misi. Naše bombardéry znovu zaútoèí na %s.Naposledy na zpáteèní cestì utrpìli tìžké ztráty. Dìlejte svoji práci pánové, a a se to podruhé nestane .\n>
<RuEsc>		<\nDnes to bude další doprovodný úkol . Na dnešní cíl %s, jak si nìkteøí z vás pamatují, jsme už pøed èasem zaútoèili. Byla to úspìšná mise bez ztrát našich bombardérù,  pøinesla nám nìkolik potvrzených vítìztví. Dnes to zkuste udìlat podobnì.\n>
<RuEsc>		<\nPánové!\nVypadá to, že si dnes užijeme troch zábavy. Budeme doprovázet bombardéry k %s tam a nazpátek. Oèekávejte množství flaku a letadel Luftwaffe ve vzduchu.\n>
<RuEsc>		\nDobrá chlapci, poslouchejte! Mám dobrou zprávu pro ty, kdo si touží pøipsat nìjaké sestøely.Dnes naše bombardéry budou stupòovat velký nálet na zajímavý cíl , %s. Je jisté, že Luftwaffe tam bude. Jako hlavní doprovod se do boje urèitì dostanete.\n>
<RuEsc>		<\nPánové!\nNaše bombardéry se pokouší získat dùležitý úspìch znièením Hitlerovy váleèné mašinérie, a naší povinností je doprovodit je k dùležitému cíli. Tentokrát to bude %s.\n>
<RuEsc>		<\nChlapci, poslouchejte! Dnešní úkol byl právì naøízen, jsme neodkladnì vysláni do akce bez èasu na plánování. Anglické prùzkumné letadlo se právì vrátilo zpìt s fotografiemi od  %s, a je  to dùležité natolik, aby tam poslali bombardovací svaz. Budete je doprovázet celou cestu k cíli a zpátky.\n>
<RuEsc>		<\nPánové!\nVáš dnešní úkol zahrnuje doprovod nìkolika B-17 k  %s. Mnozí z vás už to pøed tím dìlali, budu proto struèný. Zùstaòte nad bombardéry, dodržujte rádiový klid a nezapojujte se do soubojù. Mìjte oèi na stopkách a vrate se bezpeènì domù.\n>
<RuEsc>		<\nDobøe. Vím že jedna polovina z vás doufá, že dnes potrestá bombou nìjaké bídné bastady z Wehrmachtu, kdežto druhá pùlka má zálusk zamíchat se mezi Göeringovy muže ve vzduchu. Tak pro vás všechny mám dobrou zprávu. Nejprve doprovodíte bombardéry k %s, potom máte volnou ruku a mùžete se poohlédnout po cílech na zemi.\n>

<UsDDayPara>	<\nPánové!\nDnes v noci byli výsadkáøi z 101. výsadkové divize shozeni nad %s pro demoralizování nìmeckých vojákù a k zabezpeèení dùležitých cílù. Neoèekáváme žádné nìmecké stíhaèe, ale vaše podpora bude potøebná k umlèení nebo znièení pátracích svìtlometù a flaku pokud se C-47 dostanou do palby.\n>
<UsDDayPara>	<\nPánové!\nDnes v noci byli parašutisté z 82. výsadkové divize vysazeni nad %s pro snížení morálky nìmeckých vojákù a k zabezpeèení dùležitých cílù. Neoèekáváme žádné nìmecké stíhaèe, ale vaše podpora bude potøebná k umlèení nebo znièení pátracích svìtlometù a protiledlového dìlostøelectva pokud se C-47 dostanou pod palbu.\n>
<UsDDayCAS>	<\nPánové! Invaze zaèala!Nevím jak vám øíct nakolik je dùležité pro naše jednotky zùstat na pláži první den, a našim chlapcùm dole pod vámi poskytnìte velkou službu a udeøte na skopèáky kolem pøistávacích ploch.\n>
<UsDDayCAS>	<\nPánové!\nKolem 4:30 dnes ráno se èást našich sil vylodila na plážích v Normandii. Doposud byl jejich úspìch mimoøádný, a touto dobou jsou všechny výsadkové pláže pevnì v našich rukách. Nicménì Nìmci mají stále dost sil aby nás zahnali zpátky do moøe. Váš dnešní úkol je zajistit aby se to nestalo. Najdi a zniè cokoliv nìmeckého, co se pohne kdekoliv blízko pláží, se zvláštní pozorností na tanky a stálá opevnìní.\n>


<RuEscP>	<\nPánové!\nDnes budeme poskytovat výškové zajištìní pro výsadek nad  %s. Tento bojový úkol je velmi dùležitý a v každé C-47 sedí dvakrát tolik mužù jako v B-17. Nemùžeme zabránit aby nìkteøí z nich zemøeli na zemi, ale alespoò zaøídíme aby nezemøeli v C-47 na cestì k cíli.\n>
<RuEscP>	<\nPánové!\nTento úkol bude doprovod C-47 které mají vysadit parašutisty nad  %s. Zvládnìte svoji práci a nenechte Nìmce sestøelit naše letouny plné výsadkáøù než dosáhnou svojeho cíle.\n>
<RuEscR>	<\nPánové!\nDnes bude náš prùzkumný letoun snímkovat dùležité cíle blízko %s. >
<RuEscR>	<\nDobøe jdeme znovu na to. Dnes bude náš výzvìdný stroj fotografovat cíle s velkou dùležitostí blízko %s. >
<RuRecAF>	<Pánové!\nPotøebujeme vyhodnotit stav letištì Luftwaffe u %s.\n>
<RuRecAF>	<Potøebuji dobrovolníky. Musíme zjistit v jakém stavu je základna Luftwaffe v %s.\n>
<RuRecAFR>	<Vrate se s použitelnými snímky, potøebujeme vìdìt, co se tam dìje. >
<RuRecAFR>	<Neberte si žádnou munici a jen tak málo paliva kolik je nezbytnì nutné, kvùli snížení hmotnosti.Vrate se s kvalitními snímky, musíme se dozvìdìt co se tam právì dìje. >
<RuScramSit>	<\nHotovostní vzlet! Máme zprávy o nastávajícím náletu! >
<RuScramSit>	<\nNálet! Není to cvièení! Blíží se nepøátelské bombardéry! >
<RuScramSit>	<\nPoplach, poplach! Nepøátelské letouny míøící smìrem k našemu letišti! >
<RuScramSit>	<\nNepøátelský nálet! Není to cvièení! Míøí k nám nìmecké bombardéry! >
<RuScramSit>	<\nBlíží se nepøátelské stroje! Máme sotva èas nabrat výšku! Dìlejte, rychle! >
<RuScramSit>	<\nPohyb, hýbejte se!! Nepøátelské letouny zamíøili proti našemu letišti! >
<RuScramSit>	<\nSkopèáci se blíží! Jen tak tak že máme èas nabrat výšku! Hnìte sebou! >
<RuScram>	<Vzlétnìte ihned, neseïte na zemi ve formaci! >
<RuScram>	<Celá naše peru stojí nechránìná venku, nenechte znièit naše letadla na zemi! >
<RuScram>	<Okamžitì vzlétnìte a neseïte tady jen tak v trávì! A už jsou ty vaše mizerný zadky ve vzduchu. >
<RuScram>	<Zatracenì, celá naše peru stojí venku bez ochrany, nenechte naše letadla znièit na zemi! >
<RuSwp>		<\nPánové!\nDnes se chystáme na %s. >
<RuTranInt>	<\nPánové!\n%s je dùležitým a strategickým cílem pro Nìmce i pro nás. Jednotky Wehrmachtu a SS jsou zásobovány pøevážnì letecky, proto znièením nepøátelských dopravních letadel pomùžete pøevážit misky vah na naši stranu.\n>
<RuTranIntR>	<Pánové!\nDnes budeme lovit snadnou koøist, nìmecké dopravní letouny. Udržujte vysokou rychlost, udržujte si odstup od doprovodu, a pøehlížejte další možné cíle na zemi..\n>
<RuTranRep>	<\nPánové!\nNaše peru se pøesunuje blíž k frontové linii. %s bude užíván jinou stíhací skupinou, naší základnou bude teï %s.\n>
<RuTranRep>	<\nDobrá hoši, zabalte si a rozluète se s dìvèaty. Odcházíme z %s a pøesunujeme se do %s.\n>
<RuTranRep>	<\nPánové, musíme opustit %s opravdu na poslední chvíli. Máme jen nìkolik hodin na zabalení našich vìcí. Celá naše stíhací skupina musí být z %s akceschopná nejpozdìji zítra.\n>
<RuTranRep>	<\nPánové!\nJak víte, frontová linie se rychle mìní, a proto bez nìjakých upozornìní opouštíme %s a pøesunujeme se do našeho nového domova,  %s.\n>
<YourAF>	<\nJste umístìni na %. >

--<oRuRecAF-s-oRuBombAF> <>		<>

		--------------------------------------------------------------------------------------------
	The following messages will continue the briefing. They will go after first part. 
	Message ID is build as situation code plus side code. 
	RuBTrainR means that Russians bomb German train, and briefing is for Russians. 
	RuBTrainD means the same situation but briefing is for Germans.	
	--------------------------------------------------------------------------------------------

<RuBTrainR>	<Bombardéry napadnou železnièní uzel. Zásobování po železnici je pro nepøítele nesmírnì dùležité. Doufáme, že pøerušíme nìmecký postup v celé této oblasti, pokud bude tohle seøaïovací nádraží mimo provoz.\n>
<RuBTrainR>	<Bombardéry tady zaútoèí na železnièní stanici. Doufám že zabijeme dvì mouchy jednou ranou, když znièíme tanky a obrnìné transportéry, které tam byly dodány, stejnì jako když bude stanice mimo provoz a tím pøerušíme dodávku nìmeckého váleèného materiálu.\n>
<RuBTrainR>	<Bombardéry udeøí na místní železnièní stanici. V pøípadì slabého odporu nepøítele ve vzduchu máte povolení opustit bombardéry poté co odhodí svùj náklad a zaútoèit na vhodné cíle na zemi.\n>
<RuBTrainR>	<Bombardéry zaútoèí na seøaïovací nádraží ve mìstì. Není to nejrušnìjší nádraží v oblasti, ale už jsme bombardovali ty více dùležité a velení jen plní body seznamu. Protiletadlová palba je oèekávána slabá až støední, aktivita nepøítele ve vzduchu žádná nebo slabá. Jinými slovy, tohle nebude žádný Schweinfurt, hoši si budou moct odpoèinout.\n>
<RuBTrainD>	<Americké stíhací-bombardéry v této oblasti soustavnì obtìžují naše zásobovací vlaky. Oblast vaší hlídky je soustøedìna nad amíky nejoblíbenìjším místem útokù. Oèekávejte malé skupiny nepøátelských bitevníkù, pøilétajících vysokou rychlostí ve velmi malé výšce.\n>
<RuBTrainD>	<Železnièní sí v tìchto místech je soustavnì napadána nepøátelskými bombardéry a bitevníky. Dnes je vaším úkolem je zastavit. Hodnì štìstí moji pøátelé a vrate se jako vítìzové!\n>
<RuBTrainD>	<Reichsbahn si stìžují na naši zjevnou neschopnost zastavit útoky na jejich vlaky. Jako ukázku naøídil Fliegerführer všem stíhaèùm hlídkovat nad zásobovacími køižovatkami a pronásledovat nepøátelské stíhací-bombardéry.\n>
<RuBTrainD>	<Naším hlavním dnešním úkolem je ochrana Reichsbahn proti nepøátelským bitevníkùm. Ztrácíme pøíliš mnoho vlakù pøi leteckých útocích a anglo-ameriètí bitevní piloti se cítí pøehnanì bezpeèní nad naším územím.Neztížíme jim dnes trošku jejich životy? \n>
<RuATrainR>	<Vaší prioritou èíslo jedna je železnièní provoz. Buïte opatrní, protože civilní doprava v této oblasti stále pokraèuje, u civilních vlakù jednoduše zniète jenom lokomotivy.\n>
<RuATrainR>	<Železnice zùstává pro Nìmce nejrychlejší cestou, jak zásobovat svoje vojáky na frotové linii. Lete podél železnièních tratí ve vašem pøidìleném úseku, vyhledávejte a niète všechny vlaky které uvidíte.\n>
<RuATrainR>	<Dùležitost železnic pro nìmecké váleèné úsilí není pøehnaná. Napadnìte každý vlak který objevíte, niète váleèný materiál a koste nìmecké jednotky, aby nemìli šanci útoèit na naše chlapce na zemi!\n>
<RuATrainR>	<Od francouzské Resistance jsme dostali informaci o celé obrnìné divizi SS, která sem dorazí po železnici. Každý z vlakù, které v nejbližším okolí najdete možná veze zkušené posádky tankù z Ruska, nebo zbrusu nové tanky Tiger pøímo z továrny. Nenechejte jediný vagon nepoškozený.\n>
<RuATrainD>	<Reichsbahn hlásí, že pokraèující letecké útoky, které témìø znemožòují provoz. Fronta závisí na železnièní síti, proto budeme hlídkovat nad dùležitou tratí a budeme ji ochraòovat proti nepøátelským stíhacím-bombardérùm.\n>
<RuATrainD>	<Naši vojáci trpí nedostatkem zásob. Nepøátelské útoky ze vzduchu nepøetržitì nièí vlaky, a pùsobí tím dopravní zácpy které trvají dny, než se tratì uvolní. To musí pøestat! Dnes poletíte hlídku nad našimi zásobovacími trasami a sestøelíte každé nepøátelské bitevní letadlo, které se pokusí oblastí proletìt.\n>
<RuATrainD>	<Naši pìšáci bojují na obou frontách hrdinnì, ale pro pokraèování svojeho boje nutnì potøebují zásoby. Pùsobení nepøátelských stíhacích-bombardérù proti železnièní síti Reichsbahn musí být zastaveno! Na železnici jsme závislí. Zastavte nepøátelské letecké útoky, nebo budeme muset zùstat na zemi bez náhradních dílù èi pilotù na vystøídání.\n>
<RuATrainD>	<Protože nejdùležitìjší silnièní mosty v oblasti byly znièeny pøed pár mìsíci, naše zásobování v tomto úseku znaènì závisí na železnièních tratích. Skupiny nepøátelských stíhacích-bombardérù pøekraèují frontovou hranici nìkolikrát každý den a nièí znepokojující poèet našich letadel.Najdìte je dnes, kamarádi a zabraòte jim znièit víc vlakù.\n>
<DeBTrainR>	<Vèera bylo nejménì sedm rùzných zásobovacích vlakù bombardováno v oblasti oznaèené na vaší mapì. Luftwaffe je nyní uspoøádána tak, že to mùže být náhoda, ale nemùžeme to riskovat. Pøedpokládáme že ta snaha je organizovaná, a proto tady budeme železnici hlídat. Mùžete oèekávat nevelké formace Focke-Wulfù vyzbrojených bombami pokoušících se pronikat naším vzdušným prostorem v malé výšce.\n>
<DeBTrainR>	<Protože nejdùležitìjší silnièní mosty v oblasti byly znièeny pøed pár mìsíci, naše zásobování v tomto úseku znaènì závisí na železnièních tratích. Malé skupinky nìmeckých letadel pronikají naší obranou a nièí pøíležitostnì jeden èi dva vlaky. Najdìte je pánové a zniète.\n>
<DeBTrainR>	<Pøes naše nejvyšší úsilí Nìmci obèas podniknou úspìšné výpady které zasahují naše zásobovací vlaky. Tyto nálety jsou èím dál tím více organizovány, jak jsou Nìmci povzbuzeni naší neschopností je zastavit. Dnes zamìøíme naše úsilí výslovnì na ochranu našich železnièních tratí. Doufejme že Nìmce pøekvapíme, a koneènì se popereme ve vzduchu se znaènými nìmeckými silami.\n>
