<DGen:>		<*>
	{W0_RANK} the leader of player's group of up to 4 planes
	{W1_RANK} his wingmen
	{W2_RANK}
	{W3_RANK}

	{W0_NAME} the leader of player's group of up to 4 planes
	{W1_NAME} his wingmen
	{W2_NAME}
	{W3_NAME}

	{DATE}		  1 Janvier 1944
	{DATE_D.MY}   1. Januar 1944
	{DATE_DMY}    1 Janvier 1944
	{DATE_MDY}    January 1, 1944
	{DATE_DM,Y}	  1 January, 1944
	{TIME}		9:15
	{MTIME}		0915

	{DIR} expands to whatever is written under {E} {NW}
	{TO}
	{FROM}

	Temporary macros (calculated multiple times, just before usage)

	(plane)
	{rank}
	{lastname}
	{=#} number of planes
	{=#a} number of planes
	{=#A} number of planes
	(~#) approximate number of planes

////////////////////////////////////////////////////////////////////////////

<One>			<Egy>
<Two>			<Kettõ>
<Three>			<Három>
<Four>			<Négy>
<Five>			<Öt>
<Six>			<Hat>
<Seven>			<Hét>
<Eight>			<Nyolc>
<Nine>			<Kilenc>
<Ten>			<Tíz>
<Eleven>		<Tizenegy>
<Twelve>		<Tizenkettõ>
<Thirteen>		<Tizenhárom>
<Twenty six>	<Huszonhat>
<Thirty nine>	<Harminckilenc>

<one>			<egy>
<two>			<kettõ>
<three>			<három>
<four>			<négy>
<five>			<öt>
<six>			<hat>
<seven>			<hét>
<eight>			<nyolc>
<nine>			<kilenc>
<ten>			<tíz>
<eleven>		<tizenegy>
<twelve>		<tizenkettõ>
<thirteen>		<tizenhárom>
<twenty six>	<huszonhat>
<thirty nine>	<harminckilenc>

<RANK0>(aUS) 	<lég. tiszt>
<RANK1>(aUS) 	<alh.>
<RANK2>(aUS) 	<fõh.>
<RANK3>(aUS) 	<sz.>
<RANK4>(aUS) 	<õrn.>
<RANK5>(aUS)	<alezr.>
<RANK6>(aUS) 	<ezr.>

<RANK0>(mUS) 	<õrm.>
<RANK1>(mUS) 	<alh.>
<RANK2>(mUS) 	<fõh.>
<RANK3>(mUS) 	<sz.>
<RANK4>(mUS) 	<õrn.>
<RANK5>(mUS)	<alezr.>
<RANK6>(mUS) 	<ezr.>


<RANK0>(nUS) 	<1. oszt. pil.>
<RANK1>(nUS) 	<zászl.>
<RANK2>(nUS) 	<h., jun>
<RANK3>(nUS) 	<h.>
<RANK4>(nUS) 	<fõh.>
<RANK5>(nUS)	<Par.>
<RANK6>(nUS) 	<százados>

<RANK0>(aUK) <õrmester>
<RANK1>(aUK) <pilótatiszt>
<RANK2>(aUK) <köteléktiszt>
<RANK3>(aUK) <hadnagy>
<RANK4>(aUK) <százados>
<RANK5>(aUK) <wingparancsnok>
<RANK6>(aUK) <csoportparancsnok>

<RANK0>(nUK) <rajpar.>
<RANK1>(nUK) <kötelékpar.>
<RANK2>(nUK) <fedélzetm.>
<RANK3>(nUK) <alhadnagy>
<RANK4>(nUK) <hadnagy>
<RANK5>(nUK) <fõhadnagy>
<RANK6>(nUK) <par.>

<RANK0>(aJA) <Jun-i> 
<RANK1>(aJA) <Sho-i> 	
<RANK2>(aJA) <Chu-i> 
<RANK3>(aJA) <Tai-i>  
<RANK4>(aJA) <Sho-sa>  
<RANK5>(aJA) <Chu-sa>
<RANK6>(aJA) <Tai-sa>

<RANK0>(nJA) <Joto (Hiko) Heiso> 
<RANK1>(nJA) <Sho-i> 	
<RANK2>(nJA) <Chu-i> 
<RANK3>(nJA) <Tai-i>  
<RANK4>(nJA) <Sho-sa>  
<RANK5>(nJA) <Chu-sa>
<RANK6>(nJA) <Dai-sa>

<RANK0>(aUD) <Vaandrig>
<RANK1>(aUD) <Tweede Luitenant>
<RANK2>(aUD) <Eerste Luitenant>
<RANK3>(aUD) <Kapitein>
<RANK4>(aUD) <Majoor>
<RANK5>(aUD) <Luitenant-Kolonel>
<RANK6>(aUD) <Kolonel>

<FULLRANK0>(aUS) <légügyi tiszt>
<FULLRANK1>(aUS) <alhadnagy>
<FULLRANK2>(aUS) <fõhadnagy>
<FULLRANK3>(aUS) <százados>
<FULLRANK4>(aUS) <õrmester>
<FULLRANK5>(aUS) <alezredes>
<FULLRANK6>(aUS) <ezredes>

<FULLRANK0>(mUS) <tüzérségi õrmester>
<FULLRANK1>(mUS) <alhadnagy>
<FULLRANK2>(mUS) <fõhadnagy>
<FULLRANK3>(mUS) <százados>
<FULLRANK4>(mUS) <õrnagy>
<FULLRANK5>(mUS) <alezredes>
<FULLRANK6>(mUS) <ezredes>

<FULLRANK0>(nUS) <elsõ osztályú pilóta>
<FULLRANK1>(nUS) <zászlós>
<FULLRANK2>(nUS) <hadnagy, junior>
<FULLRANK3>(nUS) <hadnagy>
<FULLRANK4>(nUS) <fõhadnagy>
<FULLRANK5>(nUS) <parancsnok>
<FULLRANK6>(nUS) <százados>

<FULLRANK0>(aUK) <õrmester>
<FULLRANK1>(aUK) <pilótatiszt>
<FULLRANK2>(aUK) <köteléktiszt>
<FULLRANK3>(aUK) <hadnagy>
<FULLRANK4>(aUK) <százados>
<FULLRANK5>(aUK) <wingparancsnok>
<FULLRANK6>(aUK) <csoportparancsnok>

<FULLRANK0>(nUK) <rajparancsnok>
<FULLRANK1>(nUK) <kötelékparancsnok>
<FULLRANK2>(nUK) <fedélzetmester>
<FULLRANK3>(nUK) <alhadnagy>
<FULLRANK4>(nUK) <hadnagy>
<FULLRANK5>(nUK) <fõhadnagy>
<FULLRANK6>(nUK) <parancsnok>

<FULLRANK0>(aJA) <Jun-i> 
<FULLRANK1>(aJA) <Sho-i> 	
<FULLRANK2>(aJA) <Chu-i> 
<FULLRANK3>(aJA) <Tai-i>  
<FULLRANK4>(aJA) <Sho-sa>  
<FULLRANK5>(aJA) <Chu-sa>
<FULLRANK6>(aJA) <Tai-sa>

<FULLRANK0>(nJA) <Joto (Hiko) Heiso> 
<FULLRANK1>(nJA) <Sho-i> 	
<FULLRANK2>(nJA) <Chu-i> 
<FULLRANK3>(nJA) <Tai-i>  
<FULLRANK4>(nJA) <Sho-sa>  
<FULLRANK5>(nJA) <Chu-sa>
<FULLRANK6>(nJA) <Dai-sa>

<FULLRANK0>(aUD) <Vaandrig>
<FULLRANK1>(aUD) <Tweede Luitenant>
<FULLRANK2>(aUD) <Eerste Luitenant>
<FULLRANK3>(aUD) <Kapitein>
<FULLRANK4>(aUD) <Majoor>
<FULLRANK5>(aUD) <Luitenant-Kolonel>
<FULLRANK6>(aUD) <Kolonel>

<AWARD0>(aUS) 		<repülõs érem>
<AWARD1>(aUS)		<bronzcsillag>
<AWARD2>(aUS) 		<kiváló repülõ kereszt>
<AWARD3>(aUS) 		<érdemrend>
<AWARD4>(aUS) 		<ezüstcsillag>
<AWARD5>(aUS) 		<kiváló szolgálat keresztje>
<AWARD6>(aUS) 		<kongresszusi érdemérem>
<AWARD7>(aUS) 		<kongresszusi érdemérem>

<AWARD0>(nUS) 		<bronzcsillag>
<AWARD1>(nUS)		<tengerészeti és tengeri hadtest érem>
<AWARD2>(nUS) 		<kiváló repülõ kereszt>
<AWARD3>(nUS) 		<érdemrend>
<AWARD4>(nUS) 		<ezüstcsillag>
<AWARD5>(nUS) 		<tengerészeti kereszt>
<AWARD6>(nUS) 		<kongresszusi érdemérem>
<AWARD7>(nUS) 		<kongresszusi érdemérem>

<AWARD0>(mUS) 		<bronzcsillag>
<AWARD1>(mUS)		<tengerészeti és tengeri hadtest érem>
<AWARD2>(mUS) 		<kiváló repülõ kereszt>
<AWARD3>(mUS) 		<érdemrend>
<AWARD4>(mUS) 		<ezüstcsillag>
<AWARD5>(mUS) 		<tengerészeti kereszt>
<AWARD6>(mUS) 		<kongresszusi érdemérem>
<AWARD7>(mUS) 		<kongresszusi érdemérem>

<AWARD0>(*UK) <védelmi érem>
<AWARD1>(*UK) <kiváló repülõ érem>
<AWARD2>(*UK) <kiváló repülõ kereszt>
<AWARD3>(*UK) <csík a kiváló repülõ kereszthez>
<AWARD4>(*UK) <kiváló szolgálat érdemrend>
<AWARD5>(*UK) <George-kereszt>
<AWARD6>(*UK) <Victoria-kereszt>
<AWARD7>(*UK) <1939-1945. csillag>

<AWARD0>(aUD) <Vliegerkruis>
<AWARD1>(aUD) <Vliegerkruis with Ribbon>
<AWARD2>(aUD) <Kruis van Verdienste>
<AWARD3>(aUD) <Ridder in de Orde van Oranje-Nassau>
<AWARD4>(aUD) <Officer in der Orde van Oranje-Nassau>
<AWARD5>(aUD) <Commander in der Orde van Oranje-Nassau>
<AWARD6>(aUD) <Groot-Officer in de Orde van Oranje-Nassau>
<AWARD7>(aUD) <Groot-Officer in de Orde van Oranje-Nassau>

<AWARD0>(*JA) 		<szakéserleg>
<AWARD1>(*JA)		<felkelõ nap bizonyítvány>
<AWARD2>(*JA) 		<megjelölt Hinomaru-zászló>
<AWARD3>(*JA) 		<flaska és szakéserleg>
<AWARD4>(*JA) 		<Rövidkard>
<AWARD5>(*JA) 		<Nambu pisztoly>
<AWARD6>(*JA) 		<Nambu pisztolytáska>
<AWARD7>(*JA) 		<Szamuráj katana>

<Time&Weather>(*U*) <{DATE_MDY} {MTIME} óra\nIdõjárás: {WEATHER}. Felhõk {CLOUDS_FT} láb magasságban.>
<Time&Weather>(*JA) <{DATE_DMY} {MTIME} órs\nIdõjárás: {WEATHER}. Felhõk {CLOUDS_M} méter magasságban.>

<Clear>  		<Tiszta>
<Good>(*U*)		<3/10>
<Hazy>(*U*) 	<7/10>
<Poor>(*U*)		<10/10>
<Blind>(*U*)	<Nagyon rossz látási viszonyok, 10/10>
<Rain>(*U*)		<Esõ, 10/10>
<Snow>(*U*)		<Hó, 10/10>
<Thunderstorm>(*U*)	<Zivatar, 10/10>
<Snowstorm>(*U*)		<Hóvihar, 10/10>

<Clear>  		<Tiszta>
<Good>(*JA)		<Jó>
<Hazy>(*JA) 	<Ködös>
<Poor>(*JA)		<Rossz>
<Blind>(*JA)	<Nagyon rossz>
<Rain>(*JA)		<Esõ>
<Snow>(*JA)		<Hó>
<Thunderstorm>(*JA)	<Zivatar>
<Snowstorm>(*JA)		<Hóvihar>


<January>		<január>
<February>		<február>
<March>			<március>
<April>			<április>
<May>			<május>
<June>			<június>
<July>			<július>
<August>		<augusztus>
<September>		<szeptember>
<October>		<október>
<November>		<november>
<December>		<december>

<from N>	<északról>	
<from S>	<délrõl>	
<from E>	<keletrõl>	
<from W>	<nyugatról>	
<from NE>	<északkeletrõl>	
<from NW>	<északnyugatról>	
<from SE>	<délkeletrõl>	
<from SW>	<délnyugatról>	

<to N>	<északra>	
<to S>	<délre>	
<to E>	<keletre>	
<to W>	<nyugatra>	
<to NE>	<északkeletre>	
<to NW>	<északnyugatra>	
<to SE>	<délkeletre>	
<to SW>	<délnyugatra>

<N>	<észak>	
<S>	<dél>	
<E>	<kelet>	
<W>	<nyugat>	
<NE>	<északkelet>	
<NW>	<északnyugat>	
<SE>	<délkelet>	
<SW>	<délnyugat>

<Leader>	< >
<Leader22>	<{RANK} {LASTNAME} vezeti a második köteléket. {W1_RANK} {W1_NAME} repül kötelékben.>
<Leader23>	<{RANK} {LASTNAME} vezeti a második köteléket. {W1_RANK} {W1_NAME} és {W2_RANK} {W2_NAME} lesz a 2-es, illetve 3-as számú.>
<Leader24>	<{RANK} {LASTNAME} vezeti a második köteléket. {W1_RANK} {W1_NAME} repül kötelékben. {W2_RANK} {W2_NAME} vezeti a második egységet, és {W3_RANK} {W3_NAME} repül leghátul.>
<Leader32>	<{RANK} {LASTNAME} vezeti a második köteléket. {W1_RANK} {W1_NAME} repül kötelékben.>
<Leader33>	<{RANK} {LASTNAME} vezeti a második köteléket. {W1_RANK} {W1_NAME} és {W2_RANK} {W2_NAME} lesz a 2-es, illetve 3-as számú.>
<Leader34>	<{RANK} {LASTNAME} vezeti a második köteléket. {W1_RANK} {W1_NAME} repül kötelékben.  {W2_RANK} {W2_NAME} vezeti a második egységet. {W3_RANK} {W3_NAME} repül leghátul
<Wingman>	<{RANK} {LASTNAME} repül {W0_RANK} {W0_NAME} vezetésével.>
<Wingman12>	<{RANK} {LASTNAME} repül {W0_RANK} {W0_NAME} vezetésével az elsõ, kétgépes kötelékben.>
<Wingman13>	<{RANK} {LASTNAME} repül {W0_RANK} {W0_NAME} vezetésével az elsõ, háromgépes kötelékben.>
<Wingman14>	<{RANK} {LASTNAME} repül {W0_RANK} {W0_NAME} vezetésével az elsõ, négygépes kötelékben.>
<Wingman22>	<{RANK} {LASTNAME} repül {W0_RANK} {W0_NAME} vezetésével a második, kétgépes kötelékben.>
<Wingman23>	<{RANK} {LASTNAME} repül {W0_RANK} {W0_NAME} vezetésével a második, háromgépes kötelékben.>
<Wingman24>	<{RANK} {LASTNAME} repül {W0_RANK} {W0_NAME} vezetésével a második, négygépes kötelékben.>
<Wingman32>	<{RANK} {LASTNAME} repül {W0_RANK} {W0_NAME} vezetésével az utolsó, kétgépes kötelékben.>
<Wingman33>	<{RANK} {LASTNAME} repül {W0_RANK} {W0_NAME} vezetésével az utolsó, háromgépes kötelékben.>
<Wingman34>	<{LRANK} {LASTNAME} repül {W0_RANK} {W0_NAME} vezetésével az utolsó, négygépes kötelékben.>

<Route>(*U*)	<A célpont távolsága: {DIST_NM} tengeri mérföld, a repülési magasság: {ALT_FT} láb.>
<Route>(*U*)	<{ALT_FT} láb magasságon fog repülni, a célpont távolsága {DIST_NM} tengeri mérföld.>
<Route>(*JA)	<A célpont távolsága: {DIST_KM} km, a repülési magasság: {ALT_M} m.>
<Route>(*JA)	<{ALT_M} méter magasságon fog repülni, a célpont távolsága {DIST_KM} km.>

// War victory and defeat messages can be customized according to operaiton
// <WarDefeatDb:Hawaii>. The following are generic defeat messages.

<WarDefeatDb>(*JA) <Ez a hadmûvelet katasztrofálisan végzõdött!\n\nSemmi komoly veszteséget nem okoztunk az ellenségnek, miközben rengeteg gyakorlott tengerészt és pilótát vesztettünk... Ez minden bizonnyal a vég kezdete, és vezetõink nagy része valószínûleg szeppukut fog elkövetni a következõ napokban!\n\nA megalázott flottánk feladata most az, hogy megmaradt erejével a Császári Hadsereget segítse, különben a csendes-óceáni japán birodalom csak egy álom lesz, mely soha nem válik valóra.....>
<WarVictoryDb>(*JA) <Hatalmas gyõzelmet arattunk! A flottánk következetesen bekerítette Hawaii szigetét, miközben sikeresen védtük az újonnan megszerzett területeket.\n\nAz USA és szövetségesei harci kedvét úgy elvettük, hogy fegyverszünetet ajánlottak. Azonban tudjuk, hogy még nem jött el a béke ideje. Ha sikerül legyõzniük Németországot, még veszélyt jelenthetnek számunkra, de egy idõre biztonságban vagyunk.\n\nKonoje herceg kormánya szerint most a legbölcsebb legalább egy évre visszavonulni, hogy az új nyersanyagaink segítségével befejezzük az ipar fejlesztését, és megerõsítsük seregünket.\n\nAztán befejezzük Kína elfoglalását, és megtámadjuk Oroszországot, hogy segítsük német barátainknak megteremteni a teljes európai dominanciát.\n\nHa ez sikerül, Németország Európában, Japán pedig a csendes-óceáni térségben fogja elindítani a fejlõdés új korszakát.>
