<DGen:>		<*>
<RuEsc>		<\nGentlemen!\nYour today's mission involves escorting some bombers to %s. Most of you have done this before, so I'm going to be brief. Stay above the bombers, maintain strict radio discipline, do not get involved in dogfights. Keep your head on a swivel, and try to come home safe.\n>
<RuEsc>		<\nAll right. I know about half of you boys are hoping to strafe and bomb some poor Wehrmacht bastards today, while the other half is itching to mix it up with Goering's boys in the air. So, I got good news for all of yous. First you'll be escorting bombers to %s, after which time you're free to come down and look for targets of opportunity on the ground.\n>

<UsDDayPara> <\nGentlemen!\nTonight paratroopes of the 101st Airborne Division will be dropped over %s to soften up the German troops and to secure important targets. We do not expect any German fighters, but your assistance may be needed to suppress or destroy searchlights and FLAK if the C47s will come under fire.\n>
<UsDDayPara> <\nGentlemen!\nTonight paratroopes of the 82nd Airborne Division will be dropped over %s to soften up the German troops and to secure important targets. We do not expect any German fighters, but your assistance may be needed to suppress or destroy searchlights and FLAK if the C47s will come under fire.\n>
<UsDDayCAS>	<\nGentlemen! The invasion has begun! I don't have to tell you how important it is to keep our troops on the beach on the first day, and you'll be doing our boys down below a huge service by hitting Jerry around the landing sites.\n>
<UsDDayCAS>	<\nGentlemen!\nAt around 4:30 this morning first elements of our forces have landed at beaches in Normandy. So far their success has been remarkable, and at this time all landing beaches are firmly in our hands. However, the Germans still possess enough force to throw us back into the sea. Your mission today is to make sure it doesn't happen. Search and destroy anything German that moves anywhere near the beach, with special attention given to armor and static defences.\n>

<RuEscP>	<\nGentlemen!\nToday we will be providing top cover for a paradrop over %s. I don't have to tell you how important this mission is, and that every C-47 contains twice as many men as a B-17. We can't avoid some of them dying on the ground, but at least make sure they don't die in the C-47s on the way to target.\n>
<RuEscP>	<\nGentlemen!\nFor this mission you are escorting C-47s which will be dropping paratroops over %s. Do your job well gentlemen, don't let the Germans bring down planes full of our troops before they reach their target.\n>
<RuEscR>	<\nGentlemen!\nToday our recon plane will photograph important targets near %s. >
<RuRecAF>	<Gentlemen!\nWe need to evaluate the status of the Luftwaffe airbase at %s.\n>
<RuRecAFR>	<Bring back good photos, we have to know what is going on there. >
<RuScramSit>	<\nScramble, scramble, scramble! We have reports of an incoming air rad! >
<RuScramSit>	<\nAir raid! This is no drill! Enemy bombers are reported inbound! >
<RuScramSit>	<\nAlarm, alarm! Enemy planes are on their way towards our airfield! >
<RuScramSit>	<\nEnemy planes inbound! We barely have time to get to altitude! Let's go, let's go, let's go! >
<RuScram>	<Take off immediately, don't sit in the pattern! >
<RuScram>	<Our whole squadron is parked out in the open, don't let them destroy our planes on the ground. >
<RuSwp>		<\nGentlemen!\nWe're going to %s today. >
<RuTranInt>	<\nGentlemen!\n%s is an important strategic objective both for us and the Germans. Wehrmacht and SS troops there are largely supplied from the air, so by destroying enemy transports you can help to tip the local balance greatly in our favor.\n>
<RuTranIntR>	<Gentlemen!\nToday we're going to be hunting easy prey, German transport planes. Keep your airspeed up, stay clear of the escorts, and ignore any targets of opportunity on the ground.\n>
<RuTranRep>	<\nGentlemen!\nOur squadron is being moved forwards closer to the front line. %s will be used by another fighter group, %s will be our new home for now.\n>
<RuTranRep>	<\nAll right boys, pack your bags and say goodbye to your girlfriends. We're leaving %s and moving to %s.\n>
<RuTranRep>	<\nGentlemen, we have to leave %s on really short order. You only have a few hours to pack your things. Our whole FG has to be operational at %s no later than tomorrow.\n>
<RuTranRep>	<\nGentlemen!\nAs you know the front line is moving fast, and without much notice we're leaving %s and moving to our new home, %s.\n>

<YourAF>	<\nYou are stationed at %s. >

--<oRuRecAF-s-oRuBombAF> <>		<>

		--------------------------------------------------------------------------------------------
	The following messages will continue the briefing. They will go after first part. 
	Message ID is build as situation code plus side code. 
	RuBTrainR means that Russians bomb German train, and briefing is for Russians. 
	RuBTrainD means the same situation but briefing is for Germans.	
	--------------------------------------------------------------------------------------------

<RuBTrainR>	<The bombers are hitting the railway junction. I don't have to tell you how important railways are for supplies. We can hope to seriously disrupt German operations in this whole area if we put this rail yard out of commission.\n>
<RuBTrainR>	<The bombers are hitting the rail station there. Hopefully they will kill two birds with one stone by destroying the tanks and halftracks that's recently been delivered there, as well as taking the station out of commission and preventing any new shipments of German war material.\n>
<RuBTrainR>	<The bombers will attack the railway station there. In the event of light enemy air opposition you are authorized to leave them after they drop their eggs, and attack targets of opportunity on the ground.\n>
<RuBTrainR>	<The bombers are bombing the rail yard in the city. It's not the busiest yard in the region, but we've already bombed most of the important ones and the command is just going down the list. Light to medium flak expected, light to no air opposition. In other words, this won't be Schweinfurt, you guys can relax.\n>

<RuBTrainD>	<American Jabos are constantly harassing our supply trains in that area. Your patrol area is concentrated over the most likely attack point for the Amis. You can expect small formations of enemy Jabos arriving at high speed and extremely low altitude.\n>
<RuBTrainD>	<The railway network there is under constant attack from enemy Jabos and bombers. Today it is your task to stop them. Good luck my friends, bring home some victories!\n>
<RuBTrainD>	<The Reichsbahn is complaining about our apparent inability to stop attacks on their trains. As a demonstration, the Fliegerführer has ordered all fighters to patrol over the supply routes and hunt for enemy Jabos.\n>
<RuBTrainD>	<Our primary objective for today is protection of the Reichsbahn from enemy Jabos. We are losing too many trains to air attacks, and Anglo-American Jabo pilots feel extremely secure over our territory. Let's make their lives a little harder today, shall we?\n>

<RuATrainR>	<Your number one priority is the railway traffic. Be careful as civilian traffic still continues in the area, you might want to simply destroy the locomotives on the civilian trains.\n>
<RuATrainR>	<Railway remains to be the fastest way for the Germans to resupply their front-line troops. Fly along the railways in your assigned sector, seek out and destroy any trains you see.\n>
<RuATrainR>	<The importance of railway for the German war effort cannot be overstated. Hit any trains you see, destroy German troops and war material before they have a chance to fire a shot at our boys on the ground!\n>
<RuATrainR>	<We've received information from the Resistance that for the past few days a whole SS Panzer division has been arriving there by rail. Any trains you find in the vicinity will likely contain either veteran tank crews from Russia, or brand new Tiger tanks fresh from the factory. Don't leave a single rail car intact.\n>

<RuATrainD>	<The Reichsbahn is reporting that constant air attack is making traffic almost impossible. The front depends on the railway system, so we have to patrol over an important route and protect it from enemy Jabos.\n>
<RuATrainD>	<Our troops are suffering from lack of supplies. Enemy air attack is constantly destroying trains, and the traffic jams they create sometimes take days to clear. This has to stop! Today, you will fly patrol over our supply routes shoot down enemy Jabos that pass through the area.\n>
<RuATrainD>	<Our Landsers on both fronts are fighting heroically, and they need supplies to continue their fight. The enemy Jabo activity against the Reichsbahn network has to be stopped! We ourselves are dependant on the railroad. Stop enemy air attacks, or we might find ourselves grounded without spare parts or replacement pilots.\n>
<RuATrainD>	<Since most of the highway bridges in the area have been destroyed in the past few months, our supplies in this sector greatly depend on rail lines. Groups of Allied Jabos cross the front lines several times every day, and they destroy an alarming number of our planes. Find them today kameraden, and prevent them from destroying any more trains.\n>

<DeBTrainR>	<Yesterday no less than seven separate supply trains have been bombed in the sector marked on your map. With the way Luftwaffe is now organized this could just be a fluke, but we just can't take that risk. We have to assume this is an organized effort, and therefore we're assigning you to patrol the railways there. You can expect small formations of bomb-carrying Focke-Wulfs attempting to penetrate our airspace at low altitudes.\n>
<DeBTrainR>	<Since most of the highway bridges in the area have been destroyed in the past few months, our supplies in this sector greatly depend on rail lines. Small groups of German aircraft penetrate our defenses daily and destroy an occasional train or two. Find them gentlemen, and destroy them.\n>
<DeBTrainR>	<Despite our best efforts the Germans occasionally mount a successful sortie that scores some hits on our supply trains. These raids become increasingly more organized, as the Germans are encouraged by our inability to stop them. Today we're going to specifically focus our efforts on protecting the rail lines. Hopefully we're going to surprise the Germans, and you'll finally mix it up with a sizeable German force in the air.\n>
<DeBTrainR>	<German resistance in the air across the whole front is becoming increasingly sporadic. The Luftwaffe today is nothing like what they were a year ago. You'll be protecting our supply trains, which the Germans continue to attack from time to time. At the end of your time on station you can feel free to cross the front lines and strafe some Kraut convoys in response.\n>
<DeBTrainR>	<With most of our forces dedicated to a large-scale bomber raid we don't have the usual amount of planes protecting of our own airspace. The Luftwaffe of course will also be expected to focus on the air raid, but we can't exclude the possibility of an attack on our own positions. You are assigned to patrol the sector marked on your map, specifically focusing on our supply routes. Good luck.\n>

<DeBTrainD>	<Our Jabos are hitting the rail station there. Hopefully they will kill two birds with one stone by destroying the tanks and halftracks that's recently been delivered there, as well as taking the station out of commission and preventing the Allies from delivering reinforcements to the front so quickly.\n>
<DeBTrainD>	<The Americans have started to repair the rail network they destroyed themselves and are using it to supply the front. Our Jabos will attempt to take the railways out of commision again. The Allies know very well that their supply lines are vulnerable to our attacks, so expect pretty sizeable opposition in the air.\n>
<DeBTrainD>	<A staffel of Jabos will attack the railway station there. In the unlikely event of light enemy air opposition you are authorized to leave them after they drop their eggs, and attack additional targets of opportunity on the ground.\n>
<DeBTrainD>	<The enemy is increasingly more reliant on railway transport for their supplies. Thanks to their air superiority, attacks are very difficult and meet hell both from flak on the ground, and fighters in the air. While there's little you can do about flak, you can hopefully help the Jabos with the fighters. Good luck today!>
<DeBTrainD>	<The Jabos will be hitting the railway traffic in the area. Light to medium flak expected, but medium to heavy opposition from the air. You'll probably have it harder than the Jabos today. Protect them at all costs. Don't let enemy Mustangs get through to them. Good luck!\n>

<DeATrainR>	<Krauts are really becoming too comfortable over our sector! Just yesterday two separate instances of supply trains being strafed were reported. Everybody's taking heat for that, starting from your CO and all the way up to the Air Force HQ. Take this very seriously men. If any of our trains get strafed today the group CO is going to have my ass.\n>
<DeATrainR>	<Despite our best efforts the Germans occasionally mount a successful sortie that scores some hits on our supply trains. These raids become increasingly more organized, as the Germans are encouraged by our inability to stop them. Today we're going to specifically focus our efforts on protecting the rail lines. This is in your best interests too, as the next train they strafe could mean nothing but SPAM for the next week for the whole squadron.\n>
<DeATrainR>	<German resistance in the air across the whole front is becoming increasingly sporadic. The Luftwaffe today is nothing like what they were a year ago. You'll be protecting our supply trains, which are probably not the highest priority targets for the Germans. Still, don't get distracted and stick to your objective. Best of luck gentlemen!\n>
<DeATrainR>	<Your objective today is protect our rail lines in the area. I know most of you are itching to get over the front lines and hit the Germans where it hurts the most, but somebody's gotta stay behind and protect our rear. This happens to be us this time. Do your job well today, and I'm sure soon we'll get to do more dangerous assignments.\n>

<DeATrainD>	<Today, we will conduct a railway hunt in that area. Railway remains to be the fastest way for the Americans to resupply their front-line troops. Fly along the railways in your assigned sector, seek out and destroy any trains you see. And be on the look out for Indianer at all times!\n>
<DeATrainD>	<The enemy has repaired the railway net destroyed by his own bombs and is using it to transfer supplies to the front. Today you will fly railway hunt and attack everything you see. Be careful, enemy fighters have to be expected!\n>
<DeATrainD>	<Today you fly railway hunt. Stay low and fast, and hopefully this will minimize your exposure to flak and decrease your chances of being spotted by Ami fighters. The area is swarming with Indianer though, so get it and get out as soon as you can. Good luck!\n>
<DeATrainD>	<The importance of railway for the Allied war effort cannot be overstated. Hit any trains you see, destroy enemy troops and war material before they have a chance to fire a shot at our Landsers at the front!\n>
<DeATrainD>	<We have reliable information that for the past few days a whole American Tank Army has been arriving there by rail. Any trains you find in the vicinity will likely contain tank crews and brand new tanks fresh from the factories. Don't leave a single rail car intact.\n>

<RuBShipR>	<The bombers will be hitting enemy naval targets. Your biggest headache will be from flak, however you may also see a few disorganized fighter cackles in the air. Stay with the bombers, and feel free to leave them and strafe targets of opportunity after they drop their bombs.\n>
<RuBShipR>	<The bombers are going to hit some naval and coastal targets in the air. You know the drill: stay above the bombers, scare off any enemy fighters, and return back to your positions as soon as they leave the area.\n>

<RuBShipD>	<Kameraden, our coastal convoys are under constant allied air attack. We will patrol over German shipping and intercept allied bombers.\n>
<RuBShipD>	<Our comrades from the S-Boat Flotilla in le Havre are constantly attacking the allied beachhead. Today, we will fly patrol over a returning pack of S-Boats to cover their route home.\n>
<RuBShipD>	<A very important convoy carrying new secret midget submarines is arriving today. We must protect it so the K-Verband can attack the invasion fleet!\n>

<RuAShipR>	<Just when you thought Germany only had an army and an air force, we have a reminder for you that they also have a navy. Returning bombers saw some wakes in the drink, and they're not from our ships. Find the German ships and sink them.\n>
<RuAShipR>	<Germans there are receiving some supplies and reinforcements by ship. You have the pleasure of attacking those ships today, fat slow targets just asking to be strafed and bombed.\n>

<RuAShipD>	<Our picket boats in the bay are attacked constantly. We cannot afford to lose boats in that rate! Protect them!\n>
<RuAShipD>	<Kameraden, the bluejackets are suffering hard under allied air attack. Today, we will lend them a hand and protect them.\n>
<RuAShipD>	<The Kriegsmarine is evacuating the Seine Area! We must protect our ships so they can fight another day!\n>

<DeBShipR>	<The Luftwaffe has been attacking our shipping in the area for quite some time, and with all the other priority objectives and rapidly changing situation at the front we were simply unable to assign adequate protection to our shipping. Today it's going to be different, and we're hoping to surprise the Luftwaffe with the number of our fighters in the air. Protect our ships, don't let the Luftwaffe get to them.\n>
<DeBShipR>	<Majority of our troops in the new European Theater are supplied by sea. Therefore it is of the utmost importance that we maintain absolute air superiority over the Channel. You will be patrolling the area of some of the highest naval traffic, so the chance of the Krauts launching a few fighter-bombers is rather high. Watch out for high-speed recon planes as well.\n>
<DeBShipR>	<Thousands of tons of supplies are being moved daily between Europe and England, and of course that makes the Channel a very appealing target for the Krauts. Today you'll be making sure that our seamen down there can do their job without any interruptions from the Luftwaffe.\n>

<DeBShipD>	<The Kampfflieger are attacking the enemy invasion fleet. It will be a tough job. We have to keep the fighters off their backs so they can complete their attack runs. After they attack, cover their withdrawal. Our bomber losses are too high, we have to protect them!\n>
<DeBShipD>	<The bombers will attack the invasion fleet yet another time. All previous attacks have been repulsed with heavy losses. We must be successful this time!\n>
<DeBShipD>	<Our bombers are hitting the enemy invasion fleet! Heavy enemy fighter cover can be expected. Do your best to get the bombers to their target, Kameraden! Remember, saving the bombers is more important than scoring victories.\n>
<DeBShipD>	<During the last few days, all our bomber groups attacking the enemy shipping in the Seine area have been decimated. The comrades need heavy fighter cover in order to be successful. We are protecting yet another attack.\n>
<DeBShipD>	<The allied invasion is going on under heavy fighter cover! All attempts to bomb the ships have failed so far. The bombers must get through this time!\n>

<DeAShipR>	<The Luftwaffe has been attacking our shipping in the area for quite some time, and with all the other priority objectives  and rapidly changing situation at the front we were simply unable to assign adequate protection to our shipping. Today it's going to be different, and we're hoping to surprise the Luftwaffe with the number of our fighters in the air. Protect our ships, don't let the Luftwaffe get to them.\n>
<DeAShipR>	<Majority of our troops in the new European Theater are supplied by sea. Therefore it is of the utmost importance that we maintain absolute air superiority over the Channel. You will be patrolling the area of some of the highest naval traffic, so the chance of the Krauts launching a few fighter-bombers is rather high. Watch out for high-speed recon planes as well.\n>
<DeAShipR>	<Thousands of tons of supplies are being moved daily between Europe and England, and of course that makes the Channel a very appealing target for the Krauts. Today you'll be making sure that our seamen down there can do their job without any interruptions from the Luftwaffe.\n>

<DeAShipD>	<Kameraden, this is the big one. We're attacking the allied invasion fleet! May Fortune be on our side. Hals- und Beinbruch!\n>
<DeAShipD>	<The Amis and British are bringing in more supplies to their beachhead. We must interdict their shipping. Be careful, all previous raids had heavy losses. Keep formation close and speed up and get the hell out of there after you dropped bombs!\n>
<DeAShipD>	<We will carry out another attack on the enemy beachhead. Heavy Flak and fighter cover have to be expected. This is not going to be easy, Kameraden. Good Luck!\n>
<DeAShipD>	<The enemy is throwing more and more men and weapons into his beachhead. We will only be able to crush it if that flow is stopped. We have to attack their supply ships!\n>
<DeAShipD>	<We will carry out an attack on enemy shipping. Usually their convoys are heavily covered, so expect a tough run!\n>

