// 42 Hard			
[Operations]			
oDeDefendAF 	10622:50509	VVS 3B 4F 	LW 4Y 
oRuDefendShips	10622:50509	VVS 4Y  	LW 4dB 4F
oRuDefendShips	10622:50509	VVS 4Y  	LW 4fB
oRuDefendShips	10622:50509	VVS 4Y  	LW 4dB 2F
oRuDefendShips	10622:50509	VVS 3Y  	LW 3A 2F 2F
oRuDefendShips	10622:50509	VVS 4Y  	LW 6fB
oRuDefendShips	10622:50509	VVS 3Y	LW 3B 2F
oDeDefendShips	10622:50509	VVS 4fB	LW 4Y 
oDeDefendShips	10622:50509	VVS 3B 4F 	LW 4Y 
oDeDefendShips	10622:50509	VVS 6fB 	LW 3Y 
oDeDefendShips	10622:50509	VVS 4A 2F	LW 6Y 
oDeDefendShips	10622:50509	VVS 3A 2F 2F	LW 4Y 
oDeDefendShips	10622:50509	VVS 4A	LW 3Y 
oRuDefendArmor 	10622:50509	VVS 3Y 	LW 4A 2F
oRuDefendArmor 	10622:50509	VVS 4Y  	LW 3A 4F
oRuDefendArmor 	10622:50509	VVS 4Y	LW 3B 2F
oRuDefendArmor 	10622:50509	VVS 3Y 	LW 4dB 2F 2F
oRuDefendArmor 	10622:50509	VVS 4Y  	LW 4dB
oRuDefendArmor 	10622:50509	VVS 4Y  	LW 6fB  
oDeDefendArmor 	10622:50509	VVS 6A  	LW 6Y 
oDeDefendArmor 	10622:50509	VVS 3B 2F	LW 4Y 		
oDeDefendArmor 	10622:50509	VVS 3A 	LW 4Y 		
oDeDefendArmor 	10622:50509	VVS 4fB 2F 2F	LW 3Y 		
oDeDefendArmor 	10622:50509	VVS 4A	LW 4Y 		
oDeDefendArmor 	10622:50509	VVS 4fB 4F	LW 3Y		
oRuDefendCluster 	10622:50509	VVS 4Y	LW 4fB 4F		
oRuDefendCluster 	10622:50509	VVS 4Y  	LW 6B 2F  		
oRuDefendCluster 	10622:50509	VVS 4Y 	LW 3dB 2F 2F		 
oRuDefendCluster 	10622:50509	VVS 4Y  	LW 4B		
oRuDefendCluster 	10622:50509	VVS 3Y  	LW 3A 2F  		
oRuDefendCluster 	10622:50509	VVS 3Y 	LW 4dB 		
oDeDefendCluster 	10622:50509	VVS 3B 2F 	LW 3Y		
oDeDefendCluster 	10622:50509	VVS 6B 	LW 6Y   		
oDeDefendCluster 	10622:50509	VVS 4fB 	LW 3Y		
oDeDefendCluster 	10622:50509	VVS 4A 	LW 4Y   		
oDeDefendCluster 	10622:50509	VVS 3A 2F 2F 	LW 4Y   		
oDeDefendCluster 	10622:50509	VVS 4fB 4F 	LW 4Y  		
oRuPatrolCluster 	10622:50509	VVS 4Y  	LW 3dB		
oRuPatrolCluster 	10622:50509	VVS 3Y	LW 3A 2F  		
oRuPatrolCluster 	10622:50509	VVS 3Y  	LW 4dB 4F  		 
oRuPatrolCluster 	10622:50509	VVS 4Y 	LW 4B 2F 2F  		
oRuPatrolCluster 	10622:50509	VVS 4Y  	LW 4B 2F		
oRuPatrolCluster 	10622:50509	VVS 4Y 	LW 6fB		
oDePatrolCluster 	10622:50509	VVS 4B 	LW 3Y		
oDePatrolCluster 	10622:50509	VVS 3fB 2F 2F 	LW 4Y   		
oDePatrolCluster 	10622:50509	VVS 3A 2F 	LW 6Y		
oDePatrolCluster 	10622:50509	VVS 4fB 	LW 4Y   		
oDePatrolCluster 	10622:50509	VVS 6B 	LW 3Y  		
oDePatrolCluster 	10622:50509	VVS 4A 4F 	LW 4Y  
oRuPatrolShips	10622:50509	VVS 4Y 	LW 3A 2F  
oRuPatrolShips	10622:50509	VVS 3Y	LW 4dB 4F  
oRuPatrolShips	10622:50509	VVS 3Y  	LW 6fB
oRuPatrolShips	10622:50509	VVS 4Y 	LW 3dB
oRuPatrolShips	10622:50509	VVS 4Y  	LW 4B 2F 2F  
oRuPatrolShips	10622:50509	VVS 4Y  	LW 4B 2F
oDePatrolShips	10622:50509	VVS 4A 4F 	LW 4Y   
oDePatrolShips	10622:50509	VVS 4B 	LW 6Y
oDePatrolShips	10622:50509	VVS 3A 2F 	LW 4Y  
oDePatrolShips	10622:50509	VVS 3fB 2F 2F 	LW 3Y
oDePatrolShips	10622:50509	VVS 4fB 	LW 4Y   
oDePatrolShips	10622:50509	VVS 6B 	LW 3Y  
oRuDefendSoft 	10622:50509	VVS 4Y  	LW 3fB 
oRuDefendSoft 	10622:50509	VVS 3Y  	LW 6A 4F
oRuDefendSoft 	10622:50509	VVS 4Y  	LW 4dB 
oRuDefendSoft 	10622:50509	VVS 4Y  	LW 3dB 2F
oRuDefendSoft 	10622:50509	VVS 3Y 	LW 4fB 2F 2F
oRuDefendSoft 	10622:50509	VVS 4Y  	LW 4B 2F
oDeDefendSoft 	10622:50509	VVS 3fB 4F	LW 6Y 
oDeDefendSoft 	10622:50509	VVS 6fB 2F 2F	LW 4Y 
oDeDefendSoft 	10622:50509	VVS 3B 	LW 3Y 
oDeDefendSoft 	10622:50509	VVS 4A	LW 3Y 
oDeDefendSoft 	10622:50509	VVS 4A 2F	LW 4Y
oDeDefendSoft 	10622:50509	VVS 4A 	LW 4Y
oRuDefendBridge 	10622:50509	VVS 4Y  	LW 4dB 4F
oRuDefendBridge 	10622:50509	VVS 3Y  	LW 3B 2F  
oRuDefendBridge 	10622:50509	VVS 4Y  	LW 4fB  			
oRuDefendBridge 	10622:50509	VVS 4Y  	LW 6fB  			
oRuDefendBridge 	10622:50509	VVS 4Y  	LW 4dB 2F 2F  			
oRuDefendBridge 	10622:50509	VVS 3Y  	LW 3B 2F 			
oDeDefendBridge 	10622:50509	VVS 3A  	LW 6Y  			
oDeDefendBridge 	10622:50509	VVS 3B 2F 2F   	LW 3Y  			
oDeDefendBridge 	10622:50509	VVS 4A  	LW 3Y  			
oDeDefendBridge 	10622:50509	VVS 6fB 4F	LW 4Y  			
oDeDefendBridge 	10622:50509	VVS 4fB 2F 	LW 4Y  			
oDeDefendBridge 	10622:50509	VVS 4B  	LW 4Y  			
oRuFreeHunt 	10622:50509	VVS 6Y 		LW 2F 2F  			
oRuFreeHunt 	10622:50509	VVS 4Y  	LW 4F  			
oRuFreeHunt 	10622:50509	VVS 6Y  	LW 2F 4F  			 
oRuFreeHunt 	10622:50509	VVS 4Y  	LW 2F 2F  			
oRuFreeHunt 	10622:50509	VVS 4Y  	LW 2F 2F  			
oDeFreeHunt 	10622:50509	VVS 4F		LW 4Y 2F 			
oDeFreeHunt 	10622:50509	VVS 2F 		LW 4Y			
oDeFreeHunt 	10622:50509	VVS 2F 2F 	LW 4Y 2F			
oDeFreeHunt 	10622:50509	VVS 4F		LW 4Y 2F			 
oDeFreeHunt 	10622:50509	VVS 2F 2F	LW 4Y			
oRuParadropEscort 	10622:50509	VVS 4P 4Y	LW 2F 2F 			
oRuParadropEscort 	10622:50509	VVS 4P 4Y 	LW 2F			
oRuParadropEscort 	10622:50509	VVS 3P 4Y	LW 2F 2F 2F			
oRuParadropEscort 	10622:50509	VVS 4P 4Y	LW 2F 2F			
oRuParadropEscort 	10622:50509	VVS 3P 2Y 2F 	LW 4F			
oRuParadropEscort 	10622:50509	VVS 3P 2Y 2F 	LW 2F			
oDeParadropEscort 	10622:50509	VVS 2F 	LW 4P 2Y 2F  		 
oDeParadropEscort 	10622:50509	VVS 2F 2F 	LW 3P 6Y   		
oDeParadropEscort 	10622:50509	VVS 2F	LW 3P 4Y		
oDeParadropEscort 	10622:50509	VVS 2F 2F 2F 	LW 3P 4Y  		
oDeParadropEscort 	10622:50509	VVS 2F 	LW 4P 4Y   		
oDeParadropEscort 	10622:50509	VVS 4F	LW 4P 2Y 2F 		 
oRuParadropIntercept 	10622:50509	VVS 3Y	LW 3P  		
oRuParadropIntercept 	10622:50509	VVS 4Y	LW 3P 2F	 	
oRuParadropIntercept 	10622:50509	VVS 3Y 	LW 4P 2F 2F 		
oRuParadropIntercept 	10622:50509	VVS 4Y 	LW 4P 2F  		
oRuParadropIntercept 	10622:50509	VVS 4Y 	LW 3P   	 	
oRuParadropIntercept 	10622:50509	VVS 4Y 	LW 4P 4F   		
oDeParadropIntercept 	10622:50509	VVS 4P 2F	LW 4Y		
oDeParadropIntercept 	10622:50509	VVS 3P 4F 	LW 6Y
oDeParadropIntercept 	10622:50509	VVS 4P 2F 2F	LW 3Y
oDeParadropIntercept 	10622:50509	VVS 3P 	LW 4Y
oDeParadropIntercept 	10622:50509	VVS 4P 	LW 4Y
oDeParadropIntercept 	10622:50509	VVS 3P	LW 3Y
oRuPatrol 	10622:50509	VVS 6Y  	LW 2F 2F
oRuPatrol 	10622:50509	VVS 4Y  	LW 4F
oRuPatrol 	10622:50509	VVS 4Y 	LW 4F 2F  
oRuPatrol 	10622:50509	VVS 4Y  	LW 2F 2F  
oRuPatrol 	10622:50509	VVS 6Y  	LW 4F  
oRuPatrol 	10622:50509	VVS 4Y 	LW 2F 2F  
oDePatrol 	10622:50509	VVS 4F 	LW 4Y   
oDePatrol 	10622:50509	VVS 2F	LW 6Y   
oDePatrol 	10622:50509	VVS 2F 2F 	LW 4Y   
oDePatrol 	10622:50509	VVS 4F 	LW 6Y  
oDePatrol 	10622:50509	VVS 4F 2F 	LW 6Y   
oDePatrol 	10622:50509	VVS 2F 2F 	LW 4Y   
oRuPatrolAF 	10622:50509	VVS 3Y  	LW 3dB 2F
oRuPatrolAF 	10622:50509	VVS 4Y  	LW 4A 4F
oRuPatrolAF 	10622:50509	VVS 4Y  	LW 6dB 2F 
oRuPatrolAF 	10622:50509	VVS 4Y  	LW 3fB 
oRuPatrolAF 	10622:50509	VVS 3Y  	LW 4B 2F 2F  
oRuPatrolAF 	10622:50509	VVS 4Y 	LW 4fB 
oDePatrolAF 	10622:50509	VVS 4B 2F 	LW 3Y 
oDePatrolAF 	10622:50509	VVS 4A 2F 	LW 4Y 
oDePatrolAF 	10622:50509	VVS 4fB 2F	LW 4Y 
oDePatrolAF 	10622:50509	VVS 3A 4F 	LW 6Y 
oDePatrolAF 	10622:50509	VVS 6fB  	LW 4Y 
oDePatrolAF 	10622:50509	VVS 3B	LW 3Y 
oRuPatrolArmor 	10622:50509	VVS 3Y  	LW 6B
oRuPatrolArmor 	10622:50509	VVS 4Y  	LW 4A 2F
oRuPatrolArmor 	10622:50509	VVS 4Y  	LW 4fB 4F  
oRuPatrolArmor 	10622:50509	VVS 3Y  	LW 3dB
oRuPatrolArmor 	10622:50509	VVS 4Y  	LW 3A 2F 2F
oRuPatrolArmor 	10622:50509	VVS 4Y 	LW 4dB 2F  
oDePatrolArmor 	10622:50509	VVS 4B 2F 	LW 4Y 
oDePatrolArmor 	10622:50509	VVS 4fB 2F 	LW 3Y
oDePatrolArmor 	10622:50509	VVS 3A 2F 	LW 6Y 
oDePatrolArmor 	10622:50509	VVS 6A 	LW 4Y
oDePatrolArmor 	10622:50509	VVS 3A 4F	LW 4Y 
oDePatrolArmor 	10622:50509	VVS 4fB 	LW 3Y 
oRuPatrolBridge 	10622:50509	VVS 4Y  	LW 4dB 2F
oRuPatrolBridge 	10622:50509	VVS 4Y 	LW 6B 2F
oRuPatrolBridge 	10622:50509	VVS 3Y  	LW 3fB   
oRuPatrolBridge 	10622:50509	VVS 4Y  	LW 4B 2F 2F  
oRuPatrolBridge 	10622:50509	VVS 3Y  	LW 4dB 
oRuPatrolBridge 	10622:50509	VVS 4Y  	LW 3fB 4F
oDePatrolBridge 	10622:50509	VVS 3fB 	LW 6Y 
oDePatrolBridge 	10622:50509	VVS 3A 2F 	LW 4Y 
oDePatrolBridge 	10622:50509	VVS 4B 2F	LW 4Y 
oDePatrolBridge 	10622:50509	VVS 6fB 4F	LW 3Y 
oDePatrolBridge 	10622:50509	VVS 4A 	LW 4Y 
oDePatrolBridge 	10622:50509	VVS 4B 2F	LW 3Y 
oRuPatrolSoft 	10622:50509	VVS 3Y	LW 4B 
oRuPatrolSoft 	10622:50509	VVS 4Y 	LW 6dB 2F 2F 
oRuPatrolSoft 	10622:50509	VVS 4Y  	LW 3A 
oRuPatrolSoft 	10622:50509	VVS 4Y  	LW 4fB 2F
oRuPatrolSoft 	10622:50509	VVS 4Y  	LW 4fB 4F
oRuPatrolSoft 	10622:50509	VVS 3Y 	LW 3dB 2F
oDePatrolSoft 	10622:50509	VVS 4fB 4F 	LW 6Y 
oDePatrolSoft 	10622:50509	VVS 4A 2F	LW 4Y 
oDePatrolSoft 	10622:50509	VVS 4fB	LW 3Y 
